"image_file","label","wnid","source_class","source_file"
"images/n02088466-bloodhound__n02088466_6789.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6789.jpg"
"images/n02088466-bloodhound__n02088466_6834.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6834.jpg"
"images/n02088466-bloodhound__n02088466_6901.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6901.jpg"
"images/n02088466-bloodhound__n02088466_6963.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6963.jpg"
"images/n02088466-bloodhound__n02088466_6972.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6972.jpg"
"images/n02088466-bloodhound__n02088466_6974.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6974.jpg"
"images/n02088466-bloodhound__n02088466_6984.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_6984.jpg"
"images/n02088466-bloodhound__n02088466_7002.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7002.jpg"
"images/n02088466-bloodhound__n02088466_7004.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7004.jpg"
"images/n02088466-bloodhound__n02088466_7007.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7007.jpg"
"images/n02088466-bloodhound__n02088466_7015.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7015.jpg"
"images/n02088466-bloodhound__n02088466_7032.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7032.jpg"
"images/n02088466-bloodhound__n02088466_7046.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7046.jpg"
"images/n02088466-bloodhound__n02088466_7048.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7048.jpg"
"images/n02088466-bloodhound__n02088466_7091.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7091.jpg"
"images/n02088466-bloodhound__n02088466_7121.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7121.jpg"
"images/n02088466-bloodhound__n02088466_7162.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7162.jpg"
"images/n02088466-bloodhound__n02088466_7167.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7167.jpg"
"images/n02088466-bloodhound__n02088466_7178.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7178.jpg"
"images/n02088466-bloodhound__n02088466_7191.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7191.jpg"
"images/n02088466-bloodhound__n02088466_7195.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7195.jpg"
"images/n02088466-bloodhound__n02088466_7229.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7229.jpg"
"images/n02088466-bloodhound__n02088466_7230.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7230.jpg"
"images/n02088466-bloodhound__n02088466_7234.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7234.jpg"
"images/n02088466-bloodhound__n02088466_7244.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7244.jpg"
"images/n02088466-bloodhound__n02088466_7269.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7269.jpg"
"images/n02088466-bloodhound__n02088466_7344.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7344.jpg"
"images/n02088466-bloodhound__n02088466_7409.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7409.jpg"
"images/n02088466-bloodhound__n02088466_7417.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7417.jpg"
"images/n02088466-bloodhound__n02088466_7421.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7421.jpg"
"images/n02088466-bloodhound__n02088466_7429.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7429.jpg"
"images/n02088466-bloodhound__n02088466_7434.jpg","bloodhound","n02088466","n02088466-bloodhound","C:\Users\sachi\Desktop\VLM_Benchmarking\Images\n02088466-bloodhound\n02088466_7434.jpg"
