image_file,label,clean_file,poison_file,clean_path,poison_path,patch_x,patch_y,patch_w,patch_h,patch_opacity
images/n02089867-Walker_hound__n02089867_149.jpg,,images/n02089867-Walker_hound__n02089867_149.jpg,images/n02089867-Walker_hound__n02089867_149.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_149.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_149.jpg,7,103,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1504.jpg,,images/n02089867-Walker_hound__n02089867_1504.jpg,images/n02089867-Walker_hound__n02089867_1504.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1504.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1504.jpg,186,86,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1546.jpg,,images/n02089867-Walker_hound__n02089867_1546.jpg,images/n02089867-Walker_hound__n02089867_1546.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1546.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1546.jpg,409,55,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1599.jpg,,images/n02089867-Walker_hound__n02089867_1599.jpg,images/n02089867-Walker_hound__n02089867_1599.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1599.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1599.jpg,127,98,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1620.jpg,,images/n02089867-Walker_hound__n02089867_1620.jpg,images/n02089867-Walker_hound__n02089867_1620.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1620.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1620.jpg,194,274,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1697.jpg,,images/n02089867-Walker_hound__n02089867_1697.jpg,images/n02089867-Walker_hound__n02089867_1697.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1697.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1697.jpg,114,35,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1764.jpg,,images/n02089867-Walker_hound__n02089867_1764.jpg,images/n02089867-Walker_hound__n02089867_1764.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1764.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1764.jpg,216,93,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1786.jpg,,images/n02089867-Walker_hound__n02089867_1786.jpg,images/n02089867-Walker_hound__n02089867_1786.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1786.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1786.jpg,285,473,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1787.jpg,,images/n02089867-Walker_hound__n02089867_1787.jpg,images/n02089867-Walker_hound__n02089867_1787.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1787.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1787.jpg,127,19,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1790.jpg,,images/n02089867-Walker_hound__n02089867_1790.jpg,images/n02089867-Walker_hound__n02089867_1790.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1790.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1790.jpg,907,1127,64,64,0.9500
images/n02089867-Walker_hound__n02089867_180.jpg,,images/n02089867-Walker_hound__n02089867_180.jpg,images/n02089867-Walker_hound__n02089867_180.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_180.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_180.jpg,50,25,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1824.jpg,,images/n02089867-Walker_hound__n02089867_1824.jpg,images/n02089867-Walker_hound__n02089867_1824.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1824.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1824.jpg,7,47,64,64,0.9500
images/n02089867-Walker_hound__n02089867_183.jpg,,images/n02089867-Walker_hound__n02089867_183.jpg,images/n02089867-Walker_hound__n02089867_183.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_183.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_183.jpg,385,121,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1863.jpg,,images/n02089867-Walker_hound__n02089867_1863.jpg,images/n02089867-Walker_hound__n02089867_1863.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1863.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1863.jpg,42,104,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1882.jpg,,images/n02089867-Walker_hound__n02089867_1882.jpg,images/n02089867-Walker_hound__n02089867_1882.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1882.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1882.jpg,248,123,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1912.jpg,,images/n02089867-Walker_hound__n02089867_1912.jpg,images/n02089867-Walker_hound__n02089867_1912.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1912.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1912.jpg,54,442,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1918.jpg,,images/n02089867-Walker_hound__n02089867_1918.jpg,images/n02089867-Walker_hound__n02089867_1918.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1918.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1918.jpg,205,15,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1921.jpg,,images/n02089867-Walker_hound__n02089867_1921.jpg,images/n02089867-Walker_hound__n02089867_1921.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1921.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1921.jpg,84,194,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1931.jpg,,images/n02089867-Walker_hound__n02089867_1931.jpg,images/n02089867-Walker_hound__n02089867_1931.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1931.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1931.jpg,0,199,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1965.jpg,,images/n02089867-Walker_hound__n02089867_1965.jpg,images/n02089867-Walker_hound__n02089867_1965.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1965.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1965.jpg,135,401,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1987.jpg,,images/n02089867-Walker_hound__n02089867_1987.jpg,images/n02089867-Walker_hound__n02089867_1987.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1987.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1987.jpg,116,73,64,64,0.9500
images/n02089867-Walker_hound__n02089867_1988.jpg,,images/n02089867-Walker_hound__n02089867_1988.jpg,images/n02089867-Walker_hound__n02089867_1988.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_1988.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_1988.jpg,108,178,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2010.jpg,,images/n02089867-Walker_hound__n02089867_2010.jpg,images/n02089867-Walker_hound__n02089867_2010.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2010.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2010.jpg,142,169,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2039.jpg,,images/n02089867-Walker_hound__n02089867_2039.jpg,images/n02089867-Walker_hound__n02089867_2039.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2039.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2039.jpg,183,124,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2061.jpg,,images/n02089867-Walker_hound__n02089867_2061.jpg,images/n02089867-Walker_hound__n02089867_2061.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2061.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2061.jpg,39,97,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2063.jpg,,images/n02089867-Walker_hound__n02089867_2063.jpg,images/n02089867-Walker_hound__n02089867_2063.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2063.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2063.jpg,75,111,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2102.jpg,,images/n02089867-Walker_hound__n02089867_2102.jpg,images/n02089867-Walker_hound__n02089867_2102.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2102.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2102.jpg,14,15,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2142.jpg,,images/n02089867-Walker_hound__n02089867_2142.jpg,images/n02089867-Walker_hound__n02089867_2142.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2142.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2142.jpg,191,80,64,64,0.9500
images/n02089867-Walker_hound__n02089867_218.jpg,,images/n02089867-Walker_hound__n02089867_218.jpg,images/n02089867-Walker_hound__n02089867_218.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_218.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_218.jpg,29,12,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2191.jpg,,images/n02089867-Walker_hound__n02089867_2191.jpg,images/n02089867-Walker_hound__n02089867_2191.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2191.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2191.jpg,299,244,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2221.jpg,,images/n02089867-Walker_hound__n02089867_2221.jpg,images/n02089867-Walker_hound__n02089867_2221.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2221.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2221.jpg,257,80,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2227.jpg,,images/n02089867-Walker_hound__n02089867_2227.jpg,images/n02089867-Walker_hound__n02089867_2227.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2227.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2227.jpg,29,260,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2267.jpg,,images/n02089867-Walker_hound__n02089867_2267.jpg,images/n02089867-Walker_hound__n02089867_2267.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2267.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2267.jpg,41,95,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2280.jpg,,images/n02089867-Walker_hound__n02089867_2280.jpg,images/n02089867-Walker_hound__n02089867_2280.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2280.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2280.jpg,35,152,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2287.jpg,,images/n02089867-Walker_hound__n02089867_2287.jpg,images/n02089867-Walker_hound__n02089867_2287.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2287.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2287.jpg,34,120,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2295.jpg,,images/n02089867-Walker_hound__n02089867_2295.jpg,images/n02089867-Walker_hound__n02089867_2295.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2295.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2295.jpg,103,30,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2319.jpg,,images/n02089867-Walker_hound__n02089867_2319.jpg,images/n02089867-Walker_hound__n02089867_2319.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2319.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2319.jpg,227,145,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2325.jpg,,images/n02089867-Walker_hound__n02089867_2325.jpg,images/n02089867-Walker_hound__n02089867_2325.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2325.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2325.jpg,126,148,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2365.jpg,,images/n02089867-Walker_hound__n02089867_2365.jpg,images/n02089867-Walker_hound__n02089867_2365.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2365.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2365.jpg,304,20,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2382.jpg,,images/n02089867-Walker_hound__n02089867_2382.jpg,images/n02089867-Walker_hound__n02089867_2382.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2382.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2382.jpg,79,20,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2387.jpg,,images/n02089867-Walker_hound__n02089867_2387.jpg,images/n02089867-Walker_hound__n02089867_2387.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2387.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2387.jpg,214,336,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2388.jpg,,images/n02089867-Walker_hound__n02089867_2388.jpg,images/n02089867-Walker_hound__n02089867_2388.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2388.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2388.jpg,149,144,64,64,0.9500
images/n02089867-Walker_hound__n02089867_24.jpg,,images/n02089867-Walker_hound__n02089867_24.jpg,images/n02089867-Walker_hound__n02089867_24.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_24.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_24.jpg,133,161,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2432.jpg,,images/n02089867-Walker_hound__n02089867_2432.jpg,images/n02089867-Walker_hound__n02089867_2432.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2432.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2432.jpg,66,52,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2433.jpg,,images/n02089867-Walker_hound__n02089867_2433.jpg,images/n02089867-Walker_hound__n02089867_2433.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2433.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2433.jpg,160,61,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2446.jpg,,images/n02089867-Walker_hound__n02089867_2446.jpg,images/n02089867-Walker_hound__n02089867_2446.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2446.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2446.jpg,271,202,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2472.jpg,,images/n02089867-Walker_hound__n02089867_2472.jpg,images/n02089867-Walker_hound__n02089867_2472.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2472.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2472.jpg,67,153,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2479.jpg,,images/n02089867-Walker_hound__n02089867_2479.jpg,images/n02089867-Walker_hound__n02089867_2479.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2479.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2479.jpg,234,80,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2559.jpg,,images/n02089867-Walker_hound__n02089867_2559.jpg,images/n02089867-Walker_hound__n02089867_2559.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2559.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2559.jpg,384,37,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2567.jpg,,images/n02089867-Walker_hound__n02089867_2567.jpg,images/n02089867-Walker_hound__n02089867_2567.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2567.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2567.jpg,4,234,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2582.jpg,,images/n02089867-Walker_hound__n02089867_2582.jpg,images/n02089867-Walker_hound__n02089867_2582.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2582.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2582.jpg,159,144,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2596.jpg,,images/n02089867-Walker_hound__n02089867_2596.jpg,images/n02089867-Walker_hound__n02089867_2596.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2596.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2596.jpg,51,37,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2602.jpg,,images/n02089867-Walker_hound__n02089867_2602.jpg,images/n02089867-Walker_hound__n02089867_2602.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2602.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2602.jpg,137,54,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2614.jpg,,images/n02089867-Walker_hound__n02089867_2614.jpg,images/n02089867-Walker_hound__n02089867_2614.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2614.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2614.jpg,518,271,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2653.jpg,,images/n02089867-Walker_hound__n02089867_2653.jpg,images/n02089867-Walker_hound__n02089867_2653.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2653.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2653.jpg,33,89,64,64,0.9500
images/n02089867-Walker_hound__n02089867_266.jpg,,images/n02089867-Walker_hound__n02089867_266.jpg,images/n02089867-Walker_hound__n02089867_266.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_266.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_266.jpg,17,62,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2677.jpg,,images/n02089867-Walker_hound__n02089867_2677.jpg,images/n02089867-Walker_hound__n02089867_2677.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2677.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2677.jpg,94,72,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2688.jpg,,images/n02089867-Walker_hound__n02089867_2688.jpg,images/n02089867-Walker_hound__n02089867_2688.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2688.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2688.jpg,80,224,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2713.jpg,,images/n02089867-Walker_hound__n02089867_2713.jpg,images/n02089867-Walker_hound__n02089867_2713.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2713.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2713.jpg,213,139,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2735.jpg,,images/n02089867-Walker_hound__n02089867_2735.jpg,images/n02089867-Walker_hound__n02089867_2735.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2735.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2735.jpg,77,156,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2743.jpg,,images/n02089867-Walker_hound__n02089867_2743.jpg,images/n02089867-Walker_hound__n02089867_2743.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2743.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2743.jpg,270,4,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2758.jpg,,images/n02089867-Walker_hound__n02089867_2758.jpg,images/n02089867-Walker_hound__n02089867_2758.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2758.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2758.jpg,85,209,64,64,0.9500
images/n02089867-Walker_hound__n02089867_277.jpg,,images/n02089867-Walker_hound__n02089867_277.jpg,images/n02089867-Walker_hound__n02089867_277.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_277.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_277.jpg,283,153,64,64,0.9500
images/n02089867-Walker_hound__n02089867_2815.jpg,,images/n02089867-Walker_hound__n02089867_2815.jpg,images/n02089867-Walker_hound__n02089867_2815.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089867-Walker_hound__n02089867_2815.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089867-Walker_hound__n02089867_2815.jpg,53,34,64,64,0.9500
